,id,location_str,location,length_str,length,start,end,label
116,499325cce26acb894a13676614efc66e,middle,0,control,0,3922,6670,-1
117,499325cce26acb894a13676614efc66e,middle,0,one_sentence,1,5631,5912,-1
118,499325cce26acb894a13676614efc66e,middle,0,few_sentences,2,8642,8786,-1
119,499325cce26acb894a13676614efc66e,middle,0,paragraph,3,5122,6191,-1
120,499325cce26acb894a13676614efc66e,middle,0,control,0,3270,6137,-1
121,499325cce26acb894a13676614efc66e,middle,0,one_sentence,1,8040,8098,-1
122,499325cce26acb894a13676614efc66e,middle,0,few_sentences,2,4191,4332,-1
123,499325cce26acb894a13676614efc66e,middle,0,paragraph,3,8593,9805,-1
124,499325cce26acb894a13676614efc66e,middle,0,control,0,6990,9805,-1
125,499325cce26acb894a13676614efc66e,middle,0,one_sentence,1,4456,4502,-1
126,499325cce26acb894a13676614efc66e,middle,0,few_sentences,2,8441,8520,-1
127,499325cce26acb894a13676614efc66e,middle,0,paragraph,3,5323,6191,-1
128,9714fec4683a2acee104f4b220349322,beginning,1,control,0,0,3104,1
129,9714fec4683a2acee104f4b220349322,beginning,1,one_sentence,1,0,176,1
130,9714fec4683a2acee104f4b220349322,beginning,1,few_sentences,2,0,448,1
131,9714fec4683a2acee104f4b220349322,beginning,1,paragraph,3,0,967,1
132,9714fec4683a2acee104f4b220349322,middle,0,control,0,12748,16010,1
133,9714fec4683a2acee104f4b220349322,middle,0,one_sentence,1,8086,8122,1
134,9714fec4683a2acee104f4b220349322,middle,0,few_sentences,2,12152,12304,1
135,9714fec4683a2acee104f4b220349322,middle,0,paragraph,3,12370,13862,1
136,9714fec4683a2acee104f4b220349322,middle,0,control,0,15063,18307,1
137,9714fec4683a2acee104f4b220349322,middle,0,one_sentence,1,19561,19633,1
138,9714fec4683a2acee104f4b220349322,middle,0,few_sentences,2,8027,8148,1
139,9714fec4683a2acee104f4b220349322,middle,0,paragraph,3,16679,18157,1
140,9714fec4683a2acee104f4b220349322,middle,0,control,0,17126,20340,1
141,9714fec4683a2acee104f4b220349322,middle,0,one_sentence,1,16397,16543,1
142,9714fec4683a2acee104f4b220349322,middle,0,few_sentences,2,15554,15677,1
143,9714fec4683a2acee104f4b220349322,middle,0,paragraph,3,15239,16659,1
144,0764c21ff5b0e1414f02f9512e5bc4ff,beginning,1,control,0,0,2969,0
145,0764c21ff5b0e1414f02f9512e5bc4ff,beginning,1,one_sentence,1,0,8,0
146,0764c21ff5b0e1414f02f9512e5bc4ff,beginning,1,few_sentences,2,0,91,0
147,0764c21ff5b0e1414f02f9512e5bc4ff,beginning,1,paragraph,3,0,986,0
148,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,control,0,5516,8326,0
149,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,one_sentence,1,12129,12144,0
150,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,few_sentences,2,8327,8461,0
151,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,paragraph,3,7938,8890,0
152,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,control,0,11354,14167,0
153,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,one_sentence,1,6066,6177,0
154,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,few_sentences,2,7390,7525,0
155,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,paragraph,3,11684,12693,0
156,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,control,0,9160,12026,0
157,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,one_sentence,1,6941,7006,0
158,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,few_sentences,2,8800,8946,0
159,0764c21ff5b0e1414f02f9512e5bc4ff,middle,0,paragraph,3,10180,11255,0
160,659c1c807eca0db4102b003f9569c99a,beginning,1,control,0,0,2940,0
161,659c1c807eca0db4102b003f9569c99a,beginning,1,one_sentence,1,0,145,0
162,659c1c807eca0db4102b003f9569c99a,beginning,1,few_sentences,2,0,311,0
163,659c1c807eca0db4102b003f9569c99a,beginning,1,paragraph,3,0,1061,0
164,659c1c807eca0db4102b003f9569c99a,middle,0,control,0,8827,11856,0
165,659c1c807eca0db4102b003f9569c99a,middle,0,one_sentence,1,4008,4138,0
166,659c1c807eca0db4102b003f9569c99a,middle,0,few_sentences,2,9761,10020,0
167,659c1c807eca0db4102b003f9569c99a,middle,0,paragraph,3,8316,9319,0
168,659c1c807eca0db4102b003f9569c99a,middle,0,control,0,6902,10020,0
169,659c1c807eca0db4102b003f9569c99a,middle,0,one_sentence,1,7230,7254,0
170,659c1c807eca0db4102b003f9569c99a,middle,0,few_sentences,2,5024,5240,0
171,659c1c807eca0db4102b003f9569c99a,middle,0,paragraph,3,10064,10988,0
172,659c1c807eca0db4102b003f9569c99a,middle,0,control,0,8990,12034,0
173,659c1c807eca0db4102b003f9569c99a,middle,0,one_sentence,1,4370,4619,0
174,659c1c807eca0db4102b003f9569c99a,middle,0,few_sentences,2,6437,6636,0
175,659c1c807eca0db4102b003f9569c99a,middle,0,paragraph,3,6524,7649,0
176,e7232b0a75f134b6a6a3896a26c7dc3a,beginning,1,control,0,0,3064,1
177,e7232b0a75f134b6a6a3896a26c7dc3a,beginning,1,one_sentence,1,0,30,1
178,e7232b0a75f134b6a6a3896a26c7dc3a,beginning,1,few_sentences,2,0,346,1
179,e7232b0a75f134b6a6a3896a26c7dc3a,beginning,1,paragraph,3,0,1175,1
180,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,control,0,13596,16628,1
181,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,one_sentence,1,13415,13566,1
182,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,few_sentences,2,18074,18158,1
183,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,paragraph,3,14484,15471,1
184,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,control,0,18167,21257,1
185,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,one_sentence,1,9893,9983,1
186,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,few_sentences,2,14309,14749,1
187,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,paragraph,3,6152,7304,1
188,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,control,0,14309,17405,1
189,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,one_sentence,1,9029,9107,1
190,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,few_sentences,2,8979,9144,1
191,e7232b0a75f134b6a6a3896a26c7dc3a,middle,0,paragraph,3,10427,11398,1
192,9cc96fc13205fe76dd4114ef3ebb956a,beginning,1,control,0,0,2939,0
193,9cc96fc13205fe76dd4114ef3ebb956a,beginning,1,one_sentence,1,0,57,0
194,9cc96fc13205fe76dd4114ef3ebb956a,beginning,1,few_sentences,2,0,155,0
195,9cc96fc13205fe76dd4114ef3ebb956a,beginning,1,paragraph,3,0,969,0
196,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,control,0,2795,5759,0
197,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,one_sentence,1,2750,2794,0
198,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,few_sentences,2,5259,5421,0
199,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,paragraph,3,2315,3502,0
200,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,control,0,3688,6640,0
201,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,one_sentence,1,4597,4688,0
202,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,few_sentences,2,3953,4077,0
203,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,paragraph,3,5125,6454,0
204,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,control,0,2592,5562,0
205,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,one_sentence,1,5259,5310,0
206,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,few_sentences,2,2277,2444,0
207,9cc96fc13205fe76dd4114ef3ebb956a,middle,0,paragraph,3,2701,3687,0
208,400ec76366d39825f6ee668244821557,beginning,1,control,0,0,2966,0
209,400ec76366d39825f6ee668244821557,beginning,1,one_sentence,1,0,68,0
210,400ec76366d39825f6ee668244821557,beginning,1,few_sentences,2,0,370,0
211,400ec76366d39825f6ee668244821557,beginning,1,paragraph,3,0,1117,0
212,400ec76366d39825f6ee668244821557,middle,0,control,0,8615,11644,0
213,400ec76366d39825f6ee668244821557,middle,0,one_sentence,1,5004,5145,0
214,400ec76366d39825f6ee668244821557,middle,0,few_sentences,2,11269,11383,0
215,400ec76366d39825f6ee668244821557,middle,0,paragraph,3,9088,10094,0
216,400ec76366d39825f6ee668244821557,middle,0,control,0,8476,11483,0
217,400ec76366d39825f6ee668244821557,middle,0,one_sentence,1,5004,5145,0
218,400ec76366d39825f6ee668244821557,middle,0,few_sentences,2,11148,11243,0
219,400ec76366d39825f6ee668244821557,middle,0,paragraph,3,5359,6242,0
220,400ec76366d39825f6ee668244821557,middle,0,control,0,9361,12391,0
221,400ec76366d39825f6ee668244821557,middle,0,one_sentence,1,11645,11738,0
222,400ec76366d39825f6ee668244821557,middle,0,few_sentences,2,6243,6520,0
223,400ec76366d39825f6ee668244821557,middle,0,paragraph,3,8782,9691,0
224,c00b8b2b5ee045779a1677351432c4ce,beginning,1,control,0,0,2998,-1
225,c00b8b2b5ee045779a1677351432c4ce,beginning,1,one_sentence,1,0,92,-1
226,c00b8b2b5ee045779a1677351432c4ce,beginning,1,few_sentences,2,0,233,-1
227,c00b8b2b5ee045779a1677351432c4ce,beginning,1,paragraph,3,0,1176,-1
228,c00b8b2b5ee045779a1677351432c4ce,middle,0,control,0,7420,10805,-1
229,c00b8b2b5ee045779a1677351432c4ce,middle,0,one_sentence,1,16670,16768,-1
230,c00b8b2b5ee045779a1677351432c4ce,middle,0,few_sentences,2,6913,7057,-1
231,c00b8b2b5ee045779a1677351432c4ce,middle,0,paragraph,3,6989,8128,-1
232,c00b8b2b5ee045779a1677351432c4ce,middle,0,control,0,10217,13040,-1
233,c00b8b2b5ee045779a1677351432c4ce,middle,0,one_sentence,1,18157,18239,-1
234,c00b8b2b5ee045779a1677351432c4ce,middle,0,few_sentences,2,18157,18461,-1
235,c00b8b2b5ee045779a1677351432c4ce,middle,0,paragraph,3,14802,16065,-1
236,c00b8b2b5ee045779a1677351432c4ce,middle,0,control,0,8853,11814,-1
237,c00b8b2b5ee045779a1677351432c4ce,middle,0,one_sentence,1,9626,9751,-1
238,c00b8b2b5ee045779a1677351432c4ce,middle,0,few_sentences,2,18994,19270,-1
239,c00b8b2b5ee045779a1677351432c4ce,middle,0,paragraph,3,10377,11408,-1
240,5082b84e8333f59764e303b804e75583,beginning,1,control,0,0,2970,0
241,5082b84e8333f59764e303b804e75583,beginning,1,one_sentence,1,0,33,0
242,5082b84e8333f59764e303b804e75583,beginning,1,few_sentences,2,0,90,0
243,5082b84e8333f59764e303b804e75583,beginning,1,paragraph,3,0,996,0
244,5082b84e8333f59764e303b804e75583,middle,0,control,0,1937,4937,0
245,5082b84e8333f59764e303b804e75583,middle,0,one_sentence,1,3756,3822,0
246,5082b84e8333f59764e303b804e75583,middle,0,few_sentences,2,3823,4092,0
247,5082b84e8333f59764e303b804e75583,middle,0,paragraph,3,3631,4665,0
248,5082b84e8333f59764e303b804e75583,middle,0,control,0,3432,6146,0
249,5082b84e8333f59764e303b804e75583,middle,0,one_sentence,1,3116,3332,0
250,5082b84e8333f59764e303b804e75583,middle,0,few_sentences,2,4123,4332,0
251,5082b84e8333f59764e303b804e75583,middle,0,paragraph,3,1524,2777,0
252,5082b84e8333f59764e303b804e75583,middle,0,control,0,4515,6146,0
253,5082b84e8333f59764e303b804e75583,middle,0,one_sentence,1,3554,3578,0
254,5082b84e8333f59764e303b804e75583,middle,0,few_sentences,2,3756,3977,0
255,5082b84e8333f59764e303b804e75583,middle,0,paragraph,3,3823,4991,0
256,47df41d460cee212a6c5026e47214725,beginning,1,control,0,0,3046,1
257,47df41d460cee212a6c5026e47214725,beginning,1,one_sentence,1,0,43,1
258,47df41d460cee212a6c5026e47214725,beginning,1,few_sentences,2,0,190,1
259,47df41d460cee212a6c5026e47214725,beginning,1,paragraph,3,0,1573,1
260,47df41d460cee212a6c5026e47214725,middle,0,control,0,12916,15872,1
261,47df41d460cee212a6c5026e47214725,middle,0,one_sentence,1,8812,8909,1
262,47df41d460cee212a6c5026e47214725,middle,0,few_sentences,2,9911,10126,1
263,47df41d460cee212a6c5026e47214725,middle,0,paragraph,3,5000,5872,1
264,47df41d460cee212a6c5026e47214725,middle,0,control,0,6138,9241,1
265,47df41d460cee212a6c5026e47214725,middle,0,one_sentence,1,10357,10378,1
266,47df41d460cee212a6c5026e47214725,middle,0,few_sentences,2,6423,6682,1
267,47df41d460cee212a6c5026e47214725,middle,0,paragraph,3,9615,10709,1
268,47df41d460cee212a6c5026e47214725,middle,0,control,0,5000,8094,1
269,47df41d460cee212a6c5026e47214725,middle,0,one_sentence,1,5251,5424,1
270,47df41d460cee212a6c5026e47214725,middle,0,few_sentences,2,9495,9657,1
271,47df41d460cee212a6c5026e47214725,middle,0,paragraph,3,10083,11318,1
272,4fb1c819fbe22078363c497ce03e5d80,beginning,1,control,0,0,2831,-1
273,4fb1c819fbe22078363c497ce03e5d80,beginning,1,one_sentence,1,0,34,-1
274,4fb1c819fbe22078363c497ce03e5d80,beginning,1,few_sentences,2,0,162,-1
275,4fb1c819fbe22078363c497ce03e5d80,beginning,1,paragraph,3,0,858,-1
276,4fb1c819fbe22078363c497ce03e5d80,middle,0,control,0,3752,5279,-1
277,4fb1c819fbe22078363c497ce03e5d80,middle,0,one_sentence,1,2773,2831,-1
278,4fb1c819fbe22078363c497ce03e5d80,middle,0,few_sentences,2,2129,2358,-1
279,4fb1c819fbe22078363c497ce03e5d80,middle,0,paragraph,3,1584,2772,-1
280,4fb1c819fbe22078363c497ce03e5d80,middle,0,control,0,3297,5279,-1
281,4fb1c819fbe22078363c497ce03e5d80,middle,0,one_sentence,1,2129,2239,-1
282,4fb1c819fbe22078363c497ce03e5d80,middle,0,few_sentences,2,1318,1504,-1
283,4fb1c819fbe22078363c497ce03e5d80,middle,0,paragraph,3,1420,2358,-1
284,4fb1c819fbe22078363c497ce03e5d80,middle,0,control,0,2263,5139,-1
285,4fb1c819fbe22078363c497ce03e5d80,middle,0,one_sentence,1,2947,3228,-1
286,4fb1c819fbe22078363c497ce03e5d80,middle,0,few_sentences,2,3567,3990,-1
287,4fb1c819fbe22078363c497ce03e5d80,middle,0,paragraph,3,3752,4740,-1
288,472928d9e54e87c2f221a52a2d72ff22,beginning,1,control,0,0,2947,1
289,472928d9e54e87c2f221a52a2d72ff22,beginning,1,one_sentence,1,0,40,1
290,472928d9e54e87c2f221a52a2d72ff22,beginning,1,few_sentences,2,0,110,1
291,472928d9e54e87c2f221a52a2d72ff22,beginning,1,paragraph,3,0,1440,1
292,472928d9e54e87c2f221a52a2d72ff22,middle,0,control,0,4557,7425,1
293,472928d9e54e87c2f221a52a2d72ff22,middle,0,one_sentence,1,9223,9306,1
294,472928d9e54e87c2f221a52a2d72ff22,middle,0,few_sentences,2,6763,6940,1
295,472928d9e54e87c2f221a52a2d72ff22,middle,0,paragraph,3,9433,10422,1
296,472928d9e54e87c2f221a52a2d72ff22,middle,0,control,0,4967,7944,1
297,472928d9e54e87c2f221a52a2d72ff22,middle,0,one_sentence,1,7539,7593,1
298,472928d9e54e87c2f221a52a2d72ff22,middle,0,few_sentences,2,4557,4757,1
299,472928d9e54e87c2f221a52a2d72ff22,middle,0,paragraph,3,6357,7459,1
300,472928d9e54e87c2f221a52a2d72ff22,middle,0,control,0,8103,11164,1
301,472928d9e54e87c2f221a52a2d72ff22,middle,0,one_sentence,1,5407,5662,1
302,472928d9e54e87c2f221a52a2d72ff22,middle,0,few_sentences,2,3272,3507,1
303,472928d9e54e87c2f221a52a2d72ff22,middle,0,paragraph,3,5106,6356,1
304,da916a4f29a70fa55e7998ad7afc326b,beginning,1,control,0,0,2983,1
305,da916a4f29a70fa55e7998ad7afc326b,beginning,1,one_sentence,1,0,60,1
306,da916a4f29a70fa55e7998ad7afc326b,beginning,1,few_sentences,2,0,157,1
307,da916a4f29a70fa55e7998ad7afc326b,beginning,1,paragraph,3,0,926,1
308,da916a4f29a70fa55e7998ad7afc326b,middle,0,control,0,6098,9019,1
309,da916a4f29a70fa55e7998ad7afc326b,middle,0,one_sentence,1,8228,8361,1
310,da916a4f29a70fa55e7998ad7afc326b,middle,0,few_sentences,2,7274,7417,1
311,da916a4f29a70fa55e7998ad7afc326b,middle,0,paragraph,3,6098,7386,1
312,da916a4f29a70fa55e7998ad7afc326b,middle,0,control,0,4576,7577,1
313,da916a4f29a70fa55e7998ad7afc326b,middle,0,one_sentence,1,4013,4153,1
314,da916a4f29a70fa55e7998ad7afc326b,middle,0,few_sentences,2,10909,11095,1
315,da916a4f29a70fa55e7998ad7afc326b,middle,0,paragraph,3,7904,8867,1
316,da916a4f29a70fa55e7998ad7afc326b,middle,0,control,0,5471,8455,1
317,da916a4f29a70fa55e7998ad7afc326b,middle,0,one_sentence,1,5204,5297,1
318,da916a4f29a70fa55e7998ad7afc326b,middle,0,few_sentences,2,4273,4575,1
319,da916a4f29a70fa55e7998ad7afc326b,middle,0,paragraph,3,7121,8227,1
320,2e1b23c1a2269e98a512c64188ef9917,beginning,1,control,0,0,2981,0
321,2e1b23c1a2269e98a512c64188ef9917,beginning,1,one_sentence,1,0,7,0
