docId,title,authorId,authorName,voteid,round1Score,round1Rank,round2Score,round2Rank,round3Score,round3Rank,final,competitionId
c1e2392a6beba5204934e04daafb3b75,Cairo,ptbaur,Pia Baur,46690,4.33,62,3.67,33,-1.0,33,33,294
62d9f83167cd1dc54fce4c27e4f98baf,Epistles: The Book of Hal and Rachel,JBRipley,Jennifer Ripley,46269,5.4,7,3.65,34,-1.0,34,34,294
8e371e5fca5a63d3be61ad0d9c1e3717,Blue Christmas,AlexB44,Alex Bernstein,46377,4.83,25,3.59,36,-1.0,36,36,294
1ac9232a862086b2096ca349a9fe80a2,Everyone Lies,Pensivelion,Derrick McCluskey,46433,4.4,52,3.56,39,-1.0,39,39,294
acb060a635f14da370235ada42e0df78,Something About Love,Johannalipford,Johanna Lipford,46239,4.33,57,3.56,41,-1.0,41,41,294
5f41884f0c164ef34b853ff8c8de802d,She Said Yes,daphnemuller,Daphne Muller,46696,5.0,24,3.56,42,-1.0,42,42,294
796b3806e95b0d48169ca06b9ffea945,The Man Who Hated The New Yorker,stevelewis,Steve Lewis,46395,4.83,26,3.47,44,-1.0,44,44,294
3b45b4b279edb1ab5f1838f2917e77e2,My Personal Eskimo,Fruchtenicht,David Fruchtenicht,46454,4.2,71,3.47,45,-1.0,45,45,294
af5825f926cd638e0a57709d03ebd19b,A Song for the White Man,mhcarl,Marty Carlock,46541,4.5,46,3.44,46,-1.0,46,46,294
ce72e03671ada5a28c7fde201290f5a6,Pedo Drew,cooperbaltis,Cooper Baltis,46654,4.25,67,3.41,47,-1.0,47,47,294
920b90b7732d64703ff4bc31581f1660,Disabling Dreams,jodibarnes,Jodi Barnes,46532,4.8,31,3.39,48,-1.0,48,48,294
8df2e950d035eeb383a36fcc10b518a5,Twentieth Century Finches,bridgetteshade,Bridgette Shade,46531,4.67,36,3.39,49,-1.0,49,49,294
659dfe65eb1c82cfbb8e7c8994ab568d,The Vanity,katerossT,Kaitlin Tietsort,46698,4.17,76,3.35,51,-1.0,51,51,294
378f75c298a753b86063f15d671f3cd0,Brownie Points,Amongst,Robert Vander Leest,46373,5.2,13,3.29,53,-1.0,53,53,294
2d8e73f227f29fbf46f0f4460f73afb1,A Tailor's Tale,kenkapp,Kenneth Kapp,46653,4.6,40,3.24,56,-1.0,56,56,294
3bae4ca7b909c78727fc06024696582d,As Cats Go,anthonyburnett,Tony Burnett,46549,4.0,85,3.13,59,-1.0,59,59,294
a4d949c6972e7e51c3a59b69394cd5f3,The Groaning Board,billpippin,Bill Pippin,46770,4.4,55,3.06,60,-1.0,60,60,294
21f78795b8f94d44e179fb1cc28d83d7,The White Lie of Omaha James,OkProfessor,Nicholas Harris,46633,4.5,48,3.0,61,-1.0,61,61,294
d17262db48c8afebff08e73fec7987a5,Loser's Bet,tracydickinson,Tracy Dickinson,46691,4.5,49,3.0,62,-1.0,62,62,294
8d6d6473e6c1ece0467fe569f047ffc8,It Says Love,murielmurch,Muriel Murch,46360,4.5,44,2.94,64,-1.0,64,64,294
9f4f425ead1b5050250c53b208d44ad6,The Master Plan,Dreama,Kelly Canavan,46822,4.33,66,2.94,65,-1.0,65,65,294
355e343b649bf12201b01a66c68e19d8,The Kickball in Question,mmcxl1,Xavier McCaffrey,46537,4.0,83,2.88,68,-1.0,68,68,294
c4c51e3540c8f481f223c4a45ce3965d,Las Cruces,michelelovell,M. Lovell,46624,5.0,23,2.81,69,-1.0,69,69,294
d6053b9c4464a24fcd1c99a0e296fecc,A Stranger in the Shadow,nicklauswenzel,Nicklaus Wenzel,46275,4.33,59,2.59,71,-1.0,71,71,294
8487366b3ca6ac0144f81425a9795d16,Seven,anthonyroesch,Anthony Roesch,46539,4.0,84,2.41,72,-1.0,72,72,294
be39e708067dec723dae0a59b6d9f385,Miles to go before I sleep,Toirdealbhach,Toirdealbhach Ó Lionáird,46731,4.33,64,2.06,76,-1.0,76,76,294
27e8248ef3b21bb3c4d2b4c2e28ae1c6,The Year They Busted Marley Fest,bradmcelroy,Brad McElroy,46752,4.67,37,2.0,78,-1.0,78,78,294
7d045a7cd71819a88c437b76c113c782,"Don't Ask, Don't Tell",suziehteshamzadeh,Suzi Ehtesham-Zadeh,46279,5.6,4,-1.0,79,-1.0,79,79,294
4139b45a38e346cc18c462283bc91771,The Things We Keep,ronsamul,Ron Samul,46498,5.0,22,-1.0,80,-1.0,80,80,294
d2da4bd6f63c332225c24c58a479aa47,Lost Sons of the Moon,andrewjury,Andrew Jury,46299,4.5,43,-1.0,82,-1.0,82,82,294
bd572922bfc63252f595869e3baf70d3,You Can't Catch Me,davidwildman,David Wildman,46598,4.4,53,-1.0,84,-1.0,84,84,294
c5921f5f457da73c6f137d92007c047b,Are We There Yet?,dianehiggins,Diane Higgins,46617,4.0,89,-1.0,89,-1.0,89,89,294
e4c5ec265d4b11c06d193cc03e85eccb,"Girl, Vanished",Douglas,Douglas Boatman,46632,4.0,90,-1.0,90,-1.0,90,90,294
15e9cc8511c4776adc7e0923f41086cd,The Anointing,HarlemStyles,Jessica Castner,46778,4.0,96,-1.0,96,-1.0,96,96,294
c3b2e25ae98f381bd78aee9eeaac54c1,Deep in the Woods,patrickoregan,Patrick O&#39;Regan,46800,4.0,97,-1.0,97,-1.0,97,97,294
1e5ffdb7a619643c415fc325d4d9c4f5,apropos of little sister,greggcusick,Gregg Cusick,46318,3.83,98,-1.0,98,-1.0,98,98,294
2cc2825202c48d476ba8bd814801b810,Rolling Thunder,victorphillips,Victor Phillips,46409,3.83,99,-1.0,99,-1.0,99,99,294
187931bb06f87eef2870b1eb6a785cb5,Yellow Fruit,vallerina57,Valerie Sartor,45355,-1.0,448,-1.0,448,-1.0,448,314,290
0c79a2de900ce4d5713a4bf42af9cdb8,Dogs and Grapes Forever,Weinberg,CHARLES WEINBERG,44700,-1.0,330,-1.0,330,-1.0,330,315,290
3e25cecb27b03b4b932c93f5582860d8,Such Strange a Thunder,Dorothea,Dorothea Hudson,44765,-1.0,439,-1.0,439,-1.0,439,322,290
2f94e5525171df6cb53b81c83678ee17,The Light,Jenpmoff,Jennifer Prugh Moffitt,44771,-1.0,345,-1.0,345,-1.0,345,323,290
3b8c4b80c812416fc71a5ea387894feb,Uncle Bill,GaryPedler,Gary Pedler,44704,-1.0,331,-1.0,331,-1.0,331,329,290
68ae4573461e18faf95fbf840d67a1c0,the black sea,jlaureano41,Julia Laureano,45271,-1.0,458,-1.0,458,-1.0,458,332,290
6aa6462d2d6d751fc370ef6d3888df21,Let the Moment Control,papain,Tom Papain,44713,-1.0,335,-1.0,335,-1.0,335,333,290
a6755395b97bf283256cbef59a6b5e35,Are Cows Brainwashed?,suzebook,Suzanne Kimbro,45255,-1.0,436,-1.0,436,-1.0,436,335,290
45351aa121df9cbda3ed28930f8e21f7,Rawalpindi,deannehart,Deanne Hart,45447,-1.0,462,-1.0,462,-1.0,462,338,290
40dab801c32782d575493c07402d03de,The Professor,anneparrish,Anne Parrish,44520,-1.0,301,-1.0,301,-1.0,301,353,290
b3d5fb9a1c8201aa5de37f20e8c5f261,Ordinary Rocks,marclittman,marc littman,44525,-1.0,303,-1.0,303,-1.0,303,356,290
7ab4945688dc2a557bcf43e035c7bce0,The Bench,SeanRWatson,Sean Watson,44564,-1.0,312,-1.0,312,-1.0,312,359,290
ed2e6716c4d25646015f8135cd60d836,The Hands of the Savior,elihastings,Eli Hastings,44588,-1.0,440,-1.0,440,-1.0,440,360,290
72266346f9954ff3e5e9b2fb00bd411d,What I've Done,ryanbrown,Ryan Brown,45391,-1.0,457,-1.0,457,-1.0,457,379,290
ed3dc7824877e0ec7f09332b4ff7643a,Imaginary Orchestra,noblepoint,Donna Hall,44949,-1.0,410,-1.0,410,-1.0,410,385,290
199e5dd110b1b9f0ae3d5d8710d5aaf0,Found Objects,annebwright,Anne B Wright,44958,-1.0,382,-1.0,382,-1.0,382,386,290
c65c3a3d0c9ed27210443f6c37fc789c,Spring Break,annhfisher,Ann Fisher,44977,-1.0,384,-1.0,384,-1.0,384,389,290
d3ad8ffe0ba0a638f2ed3ee7cb7a5be1,"Boundaries, Bodies, Breath",jacquelinek,jacqueline kolosov,45132,-1.0,413,-1.0,413,-1.0,413,402,290
e3706b19ba60f7f6b4c1f480fa7b649d,An Unconventional Method,nataliemurchison,Natalie Murchison,45054,-1.0,398,-1.0,398,-1.0,398,409,290
78de57a13b780d5d6480b30b325665f4,The Lucky Coin,TobyWriting,Tobias Wade,45032,-1.0,395,-1.0,395,-1.0,395,425,290
3345c544a4e833166e9b87b24f71f0e2,Stranger on the Gradient,tomfsheehan,Tom Sheehan,45193,-1.0,424,-1.0,424,-1.0,424,430,290
7a4a034c4462451c3ec8ea02753b90be,Riding Reflections,BenSneyd,Benjamin Sneyd,44835,-1.0,355,-1.0,355,-1.0,355,434,290
0e4b786ef4f4628b9eebafe3b04bdebd,Thaw,caitlinoneil,Caitlin O&#39;Neil,45180,-1.0,420,-1.0,420,-1.0,420,439,290
f2feba70fb4ee78f4791270f350d12dd,Poems for Sixfold,Billfreedman38,Bill Freedman,45208,-1.0,428,-1.0,428,-1.0,428,444,290
a47b513eccd17155f4c933cbf27f94a5,Grown Home,aingber,Allison Ingber,44889,-1.0,369,-1.0,369,-1.0,369,451,290
aab5a3222027a35d0cc36178d4aa9872,Between,carlafeldpausch,Carla Feldpausch,44867,-1.0,362,-1.0,362,-1.0,362,465,290
73f8b84fc25e8af3a84d1220022e6eaf,The Intimidator,robbymaynor,Robby Maynor,57760,5.4,11,4.65,3,4.42,1,1,346
34e2583e633707ac41f4c3f852b7ea9e,The Quickening,jhanno,Jennifer Hanno,57207,5.5,9,4.44,7,4.42,2,2,346
7be8d2ec2bcb982d19e3f19b049a8613,Pincushion,Dgor88,Daniel Gorman,57495,4.83,38,4.19,15,4.21,3,3,346
fe0dc88defb60896b8c8b5bcee8d5b0f,The Hood River Fruit Loop,ccameronhansen,Colby Hansen,57698,5.6,8,4.35,9,4.2,4,4,346
55091472a018b56f539e5e5b1e67640c,Hot Days Are For Listening,BettinaKebab,Bethany Nuckolls,57541,5.2,14,5.06,1,4.19,5,5,346
445516a01a4c33c0d2cc3ba0ef25500f,Unobserved Absences,audreykalman,Audrey Kalman,57773,5.75,5,3.88,27,4.13,6,6,346
8dbaa81748980197fc320c6b33b07978,The Ties That Bind,Ruhroh,Benjamin Keyworth,57430,4.83,37,4.28,10,4.0,7,7,346
57bbb4e2e0e765f17d4dcabdbc1bb6c1,The War Story,imdade,Darius Degher,57359,5.0,20,3.88,25,3.75,9,9,346
1354ef46e81ee50b3dda04655963fb75,The Crowned,rablocker,Robyn Blocker,57416,4.0,91,4.24,13,3.52,14,14,346
28b8647bf36ed15103db978d39a12c0b,Asylum Seeking,PhilipJMWhite,Philip J.M. White,57777,5.0,33,3.94,24,3.39,16,16,346
a24a90fa07fea0db91dc9c27f216dfb6,The Crash of Waves on Shore,nathanbuckingham,Nathan Buckingham,57419,4.17,79,4.13,19,3.25,20,20,346
3ed228587748b7565d640332e8d496a5,Mother's Love,colprubin,Judith Colp Rubin,57676,5.0,31,4.38,8,3.15,21,21,346
34eb625f8df49df7c23ba66a563746c8,The Ghost of Sandpiper Court,ivansuazo82,Ivan Suazo,57565,4.17,78,4.17,18,3.08,23,23,346
3b6a95044abb0f07e84102ed9616507b,Mano a Mano,mirandawilliams,Miranda Williams,57420,5.5,10,4.24,12,2.84,25,25,346
ffed68a33d079c75f8c71fafd3c12ee3,"""The Land Fish""",jameshannahanna,James Hanna Hanna,57280,4.0,89,3.88,26,2.78,26,26,346
58a346c993aa48dcc7163fecf817a4a5,The Doll's House,paulattmere,Paul Attmere,57825,6.0,2,4.0,22,2.6,27,27,346
a1def9d67dd5cb2539317d8db76de4d7,Georgia and Vivien,jonathanstableford,Jonathan Stableford,57547,4.2,73,3.81,30,-1.0,30,30,346
3695048be65f8d964702ac431eee2e78,Teedub Leaves Home,johnbaum,John Baum,57363,5.0,22,3.78,32,-1.0,32,32,346
39a2255f778bb6706c6fd6896a051184,Until Death,pjsebastian,Paul Sebastian,57401,4.0,90,3.75,34,-1.0,34,34,346
b2113970a61f8317082e4f5bf45d21ea,Vortak: Evil Wizard,Hank13,James Hancock,57329,4.67,42,3.73,35,-1.0,35,35,346
e4cd7e092223c15ec89e4feacd8f5b9f,"Nobler, Sweeter Song",dianaehardy,D.E. Hardy,57651,5.0,30,3.67,37,-1.0,37,37,346
5b3165966671f8852501007a80e28249,WHITE SOMBREROS,stephendavenport,Stephen Davenport,57161,5.33,12,3.56,42,-1.0,42,42,346
f1c6200790feadb34d18bdd782fad182,Unwanted,MariaPic,Maria Piccotti,57426,4.0,92,3.56,43,-1.0,43,43,346
9d2584c59b57249e3c643942aa930fa6,Ugly,lesleybannatyne,Lesley Bannatyne,57594,5.17,16,3.53,45,-1.0,45,45,346
66612651b71555f5d2b2a31cd0b43067,Every Ten Years,kristinchemis,Kristin Chemis,57464,4.0,94,3.53,46,-1.0,46,46,346
bbcbafcee29d793d8149befe588b356a,Yellow Roses,nancyvandusen,Nancy Van Dusen,57284,4.17,80,3.5,47,-1.0,47,47,346
828c0c4bde720f563375814933d85700,The Prototype,marytharin,Mary Tharin,57451,4.17,87,3.5,48,-1.0,48,48,346
d0d316ff8e45fe32d6133e9d74a62bc1,High Hopes,amcurtin,A.M. Curtin,57278,4.25,67,3.44,49,-1.0,49,49,346
af9ffa3402bb63d0eaa965276246ede6,Two Baskets,ClancyConlin,Clancy Conlin,57868,4.33,65,3.41,50,-1.0,50,50,346
99ce6c0437b9dde03d2cd7052f4c7ee3,The Robins' Eggs,joaoserro,Joao Serro,57487,4.2,71,3.38,53,-1.0,53,53,346
057e72db850e04a652d5e483aac17aa3,The Vigil,williamfrench,William French,57311,5.0,19,3.35,54,-1.0,54,54,346
fd39ab96121400c562790f831b4b5ee1,The Crossing,teresabrandt,Teresa Brandt,57168,5.0,35,3.28,56,-1.0,56,56,346
fa4bcbcdfcfa93c28c686f94264a5bfa,Farrakeet,Rachelstolzman,Rachel Stolzman Gullo,57623,4.2,75,3.22,60,-1.0,60,60,346
a773b8d26f79f53b18101c94ff58d702,Asylum,Kimberly_moorhead,Kimberly Moorhead,57859,5.17,17,3.12,61,-1.0,61,61,346
06c0350164693bb72bbc570284f56668,Sleeping in the Synagogue,efremsigel,Efrem Sigel,57360,5.0,21,3.12,62,-1.0,62,62,346
78b28329b13ac8a5a5fd5019aa12d011,Paths to Extinction,terrymergenthal,Terry Mergenthal,57316,5.0,29,3.12,63,-1.0,63,63,346
d55aa97f3bd6f5a71b00433d0c689b9e,Energy,Jason5090,Jason Gillam,57146,4.5,51,3.06,64,-1.0,64,64,346
8ec58b4177e1dfcf8709f41ffd835020,The Sandcastle,DanielleS,Danielle Stonehirsch,57681,4.33,63,3.06,65,-1.0,65,65,346
0c1826d1196168b05dcc3bdbc310d091,Return,solitonb,Sol Howard,57472,4.2,77,3.06,66,-1.0,66,66,346
913b0b74098f1bb5e090775810979dfe,"Until This Happens, Keep the Secret",chrisclements,Chris Clements,57820,5.0,34,3.0,67,-1.0,67,67,346
494d20cbaf20f916d77ffae9c52675b5,The Dweeb,gtderk,George Derk,57149,4.6,47,3.0,69,-1.0,69,69,346
4524ed6460cd300f7df34b0e6634332f,Let's Taco 'Bout Love,norafry,Nora Fry,57947,4.67,46,2.94,71,-1.0,71,71,346
cc3d4b0c6dc20e13796b7e496f763de5,The Hole,jamesthomas,James Thomas,57521,5.0,26,2.94,72,-1.0,72,72,346
7f79010e18c45ee4277c56073eef31b4,"My Brother, David",samwright,Sam Wright,57873,4.33,66,2.82,74,-1.0,74,74,346
9786f3607e4431e66b4b8117d3c5896b,All the Most Beautiful Girls Are in Sikkim,alexanderblum,Alexander Blum,57640,4.33,62,2.75,80,-1.0,80,80,346
4bc2d2324a40a9f217d0671de62fe65d,Willy,Mrratt1225,Stephan Lang,57718,4.17,84,2.71,81,-1.0,81,81,346
1ac105ec300feb657ce83c514d0f4963,The President,alexfig,Alex Figurski,57758,4.17,85,2.5,83,-1.0,83,83,346
c385773117fb5b40309e2ff93608e5c6,The Day You Left Me,patrickharrington,Patrick Harrington,57435,5.0,28,2.27,85,-1.0,85,85,346
dc2fe4574824d9c0a2dba20b5aff6ae1,For the Birds,hoededoe,G J Johnson,57147,4.67,44,2.24,86,-1.0,86,86,346
d92b0eb52986eb6f7eee2f2331f98532,THE FOOTLOCKER,charliejones,Charlie Jones,57683,4.25,68,2.13,88,-1.0,88,88,346
71fb3994e30872aee17e65d3a336aa19,Hell in Space,sebtea,Sebie Turay,57460,4.0,93,2.07,90,-1.0,90,90,346
3380e04d90baf32581c2fbbe07e096f7,As the Dirt Gathers,hhoran,Harrison Horan,57138,4.33,58,-1.0,93,-1.0,93,93,346
d8be6fe24b9d5d2b2d4138268a564a45,Double Vision,wckauf,WILLIAM KAUFMANN,57182,4.33,64,-1.0,94,-1.0,94,94,346
cc116ac9c28ffb4e6977ca79392485cd,The Fire,joshericswed,Joshua Eric Swedlow,57573,4.2,74,-1.0,95,-1.0,95,95,346
b7a672b4f494383cd4cd42271be0ed15,Ink,AudreyNovella,Audrey Moore,57551,4.0,96,-1.0,98,-1.0,98,98,346
ed41ee5fe828528b89a7e432e2cc4a5e,Saying goodbye,cirrus,Jay Howard,57568,4.0,97,-1.0,99,-1.0,99,99,346
048bd6296e51ed1d1dca0352b5c1b934,The Workshop,mcalhoun1979,Megan Calhoun,52936,4.0,92,-1.0,101,-1.0,101,101,323
863b8b418a499436432f7478653d6385,Altitude,runjimrun,Jim Brennan,53011,4.0,93,-1.0,102,-1.0,102,102,323
f1190cd45f90f24b67af8ae9a65dc383,The End of Anna,Douglas,Douglas Boatman,52800,4.0,94,-1.0,103,-1.0,103,103,323
c01fc51813834d43e78233d526e2bf5f,The Playing Field ,scrael,Stephanie Rael,53076,4.0,95,-1.0,104,-1.0,104,104,323
ac1dd8c221f7c16a36e5b49706ef1338,A Man's World,johnmort,John Mort,52480,3.83,97,-1.0,106,-1.0,106,106,323
e754c97d555e63db1973a3a179687e4d,Sludge,francesstrickler,Frances Strickler,52785,3.8,99,-1.0,108,-1.0,108,108,323
d4273633e8cd77f1e66905373ee5785a,Mighty Man,chukroxx,Charles Eaton,52943,3.8,100,-1.0,109,-1.0,109,109,323
2a8d336e26cf5b4731de8d1760e6bbc6,Brink and Portal,kevintmann,Kevin Mann,52552,3.75,101,-1.0,110,-1.0,110,110,323
67eba0b2deab18a5883fee17655c7039,Avocado Highway,darrenzastruga,Darren Zastruga,52672,3.75,102,-1.0,111,-1.0,111,111,323
08b7f0f89c82e6c4271037fa993b3199,The Trip to the Euthanasia Clinic,austinknauer,Austin Knauer,52761,3.75,103,-1.0,112,-1.0,112,112,323
ea2567ceb7a65bb50b76dcca8bd96b1c,Mediation,irishmickey,Michael Conlon,52853,3.75,104,-1.0,113,-1.0,113,113,323
593d67fa9054d5fa07799084f3ee63ec,6264 Avenue Z,emilycogburn,Emily Cogburn,53014,3.75,105,-1.0,114,-1.0,114,114,323
f81029aff7702dfe772b3d6d731c46f6,The Devil's Due,teresabrandt,Teresa Brandt,52615,3.75,106,-1.0,115,-1.0,115,115,323
0927bff552fb63cacd45f66e97fd8bde,A Dog Gone Good Story,natezenmaster,Nathan Robinson,53055,3.67,110,-1.0,117,-1.0,117,117,323
fedbe5ae17ef4fc79304ce42b4f5c03d,REFLECTION,jgiannola,Joseph Giannola,52699,3.6,112,-1.0,119,-1.0,119,119,323
eba51040659b77dda22245d42da339f3,Valhalla Draft pdf,jefflewis,jeff lewis,52974,3.6,114,-1.0,121,-1.0,121,121,323
1278b61458914186efa40e132cfa80a8,Night Sky,wjayneswift15,wendy swift,52569,3.6,115,-1.0,122,-1.0,122,122,323
96c1c68f810ad77457f3d72265e2dd3f,Somatic,kjlacky,Kelly Lacour,52831,3.5,117,-1.0,124,-1.0,124,124,323
a34154e2255a3829b25d530769602f2e,Call Me Carol,ctneary,ctneary ctneary,52544,3.5,119,-1.0,126,-1.0,126,126,323
ae43c084d00d307d9cbdc1d26f0973fe,"Early Afternoon, Indian Summer",jenyakrein,Jenya Krein,52966,3.5,120,-1.0,127,-1.0,127,127,323
be511c4d4b556a4d4e7f01546ac24a1a,Scratch,fieldsdl,Dan Fields,52459,3.4,122,-1.0,129,-1.0,129,129,323
f1ebb7e19677e965fc7bef028e773e3e,"Oh, Reality",crazychatlady,Isabella Acosta,53056,3.4,125,-1.0,132,-1.0,132,132,323
e8f378df60b536814224cb36389789e8,Cerberus,pathart,Pat Hart,52928,3.33,126,-1.0,133,-1.0,133,133,323
befbe17795be9aaa09891f026a0091e1,The Terminal Smelled of People ,cmmoore215,Carden Moore,52732,3.25,129,-1.0,136,-1.0,136,136,323
2a0144800913d21372e450d69a44952b,Baby Toys,stephanieardito,Stephanie Ardito,52828,3.25,130,-1.0,137,-1.0,137,137,323
1986397200aeb8f35c4edd24c371a201,The Ground That She Walked On,frankriley,Frank Riley,52642,3.2,132,-1.0,139,-1.0,139,139,323
fb6c9cd58717ef50f8a276633b4211ae,Monday,paulvanneman,Paul Vanneman,52747,3.2,133,-1.0,140,-1.0,140,140,323
65df7c5c2d9f3bb2fd2949af308dd653,The Crimson Dance,svetlanagitin,Svetlana Lavochkina,52945,3.2,135,-1.0,142,-1.0,142,142,323
8b222db826826c49439a35d785131922,Sweet Mire,erinstrubbe,Erin Strubbe,52999,3.2,137,-1.0,144,-1.0,144,144,323
596d2e550dce50ba5fc57b2a25eee0a0,"""Where the Tracks End""",aleclurie,Alec Lurie,53057,3.17,142,-1.0,149,-1.0,149,149,323
baf52efc8e4c0526a974ec359f18bb60,Lost and Found,victorphillips,Victor Phillips,52467,3.0,143,-1.0,150,-1.0,150,150,323
de659f82d6dfba001d9f898cf48b6b6d,The Policeman,billdearmond,Bill DeArmond,52561,3.0,144,-1.0,151,-1.0,151,151,323
c8aa27069dc65fb7b23d27ac0bdd0de8,Cassie,kobold,Russ Paladin,52764,3.0,147,-1.0,154,-1.0,154,154,323
3ba8684cbab6ba5f5c6309babddc9d84,Death in the Family,IronHeinrich,Caleb Jackson,52917,3.0,149,-1.0,155,-1.0,155,155,323
412bfc1a5ffee498c5d7d39f02240493,On Usefulness,dananeacsu,Dana Neacsu,52991,3.0,151,-1.0,156,-1.0,156,156,323
7c26d014ace4296edf76e7debe923227,Dinglehoofer,pgrorb,Peter G. Romano,52468,3.0,152,-1.0,157,-1.0,157,157,323
fc78daf8dc0e31fea1b23282528c9f9a,A Sunday Siren Call,ginamillermeinema,Gina Miller-Meinema,53094,3.0,153,-1.0,158,-1.0,158,158,323
79adb6c6c3cc791c7323292a8609cfdf,CAMP,susanbouchard,Susan Bouchard,53096,3.0,154,-1.0,159,-1.0,159,159,323
ffa37c5e0d64418950784dd7a0b61c9f,Geppetto's Boy,CJCervs,Christopher Cervelloni,52568,2.83,155,-1.0,160,-1.0,160,160,323
4d6444700bbc77145228540206b70347,Snow,rachelbock,Rachel Bock,52512,2.8,156,-1.0,161,-1.0,161,161,323
31fa93c7c074763d4bc0e6fcd9d2dfea,Writer's Block,DWitting,Daniel Witting,52517,2.8,157,-1.0,162,-1.0,162,162,323
031cf10956fc3e7f9eb38e79e0f9b290,Parachute,rdunham1,Ryan Dunham,52709,2.8,158,-1.0,163,-1.0,163,163,323
c5cc6f79fb038cf30d4071c8382e72c8,Bang! You're Dead,storrsbishop,Storrs Bishop,53120,2.8,159,-1.0,164,-1.0,164,164,323
a000e2673146a746a38e115214ffa230,Violator,jimmyburke,Jimmy Burke,52682,2.75,162,-1.0,167,-1.0,167,167,323
9cc96fc13205fe76dd4114ef3ebb956a,Potential Susan,ryanmolloy,Ryan Molloy,52683,2.75,163,-1.0,168,-1.0,168,168,323
a0c5e0b6a71ac5611d261fd38edcf7e2,Making Headlines,georgemlies,GM Lies,52719,2.67,166,-1.0,171,-1.0,171,171,323
419d7bfe1bd96e0552f7fc6d3393f1b1,Condemned Compassion,Lunanima,Moira C. Hedrick,52874,2.67,168,-1.0,172,-1.0,172,172,323
a9439e8c1347d2a1d69b0c87289c4fdb,Marylynn,sarahkarowski,Sarah Karowski,52872,2.6,170,-1.0,173,-1.0,173,173,323
73cb374e3c7214fad12d06c29b4aa0a0,A Ring for Her Finger,joshuajkoczman,joshua koczman,52743,2.5,175,-1.0,178,-1.0,178,178,323
c897065a32dbd7e8862967eaddab0a6b,POLITICS,JacquelineS,Jacqueline Signori,52981,2.5,177,-1.0,179,-1.0,179,179,323
6c5aefec584366c04de77c56c852c1dd,A Game of Catch,erinchavis,Erin M. Chavis,52702,2.4,179,-1.0,181,-1.0,181,181,323
dce115dc75813de1e47e76c02863d7c7,Imaginary Creatures,OKSmith312,Matt Smith,52839,2.25,183,-1.0,184,-1.0,184,184,323
a9e7ba07a4a9ffaf6c98da02ccd09ba7,A Taste Of Victory,Johannalipford,Johanna Lipford,52864,2.2,186,-1.0,187,-1.0,187,187,323
7e9cf0ebe1810411a37d4d8a889ae397,Baltic Dragonsmeade,AMGuerard,Ansley Grigsby,52840,2.17,187,-1.0,188,-1.0,188,188,323
8737a6188a86d5f88ead33a3255b6de6,The Love of a Hero,rebeccagold,Rebecca Gold,52431,2.0,189,-1.0,190,-1.0,190,190,323
5c687ccbcc756560045e62e21a3fe1cb,Bedouin Accident,jacquelineschaalje,Jacqueline Schaalje,52695,2.0,190,-1.0,191,-1.0,191,191,323
