sentence	label	docId
Predator going door to door	0	ce72e03671ada5a28c7fde201290f5a6
The first night, Lindsey dreamed that she'd run into the back of the fat woman's  heels with a grocery cart	0	920b90b7732d64703ff4bc31581f1660
Thanksgiving arrived thick with onion and celery sautéed in butter	0	8df2e950d035eeb383a36fcc10b518a5
I met Hazel the summer of 2007	0	659dfe65eb1c82cfbb8e7c8994ab568d
My birth mother tried to microwave half of me	0	378f75c298a753b86063f15d671f3cd0
The brick front of the tailor shop and laundry bore witness to the cruelness of sun and salt water	0	2d8e73f227f29fbf46f0f4460f73afb1
Three cups of coffee down and the light was beginning to form in the kitchen window	0	3bae4ca7b909c78727fc06024696582d
When Robbie Kirkendall's mother died of a cerebral hemorrhage, strumming her guitar on the front porch swing while composing one of her hurting songs, Robbie wondered if anyone would ever love him again	0	a4d949c6972e7e51c3a59b69394cd5f3
Omaha James, a young, unshaven black man with wooly thick hair, was crouched down in the back of a convenience store, a cigarette hanging from his mouth	0	21f78795b8f94d44e179fb1cc28d83d7
He sat in the dark truck and watched her through the window	0	d17262db48c8afebff08e73fec7987a5
The whippet-thin young man walked close behind the woman into the beauty salon on Parliament Street	0	8d6d6473e6c1ece0467fe569f047ffc8
Even though we live way out here in the woods, we're not rednecks, so we don't have a gun, but I'm wishing we did	0	9f4f425ead1b5050250c53b208d44ad6
We were supposed to get the basketball the Saturday of Hudak's party, as soon as my mom returned from grocery shopping	0	355e343b649bf12201b01a66c68e19d8
I could tell you the moon was full that night	0	c4c51e3540c8f481f223c4a45ce3965d
All of the Haynes grandchildren gathered around Gran before it was bedtime	1	9ce8af027c963eb31c5176267d08bf7e
Andy Nelson rose stiffly, early every morning from his two bedroom cabin as the sun came up with his dog Riggs, a red Irish setter at his side	1	1242ec87ee72ac23ce63fdbfc34793ba
I believe that some of the most interesting people in the world have experienced adversity	1	df6563ad005524839c1087512ab7b434
Fifteen miles west of Roswell is an electric fence	1	8f9bbf11c79281b7d4f4b7c0ec14d0de
Stovall Hardy was not a curious man	1	5cd2d7b389af31467d6f0e7d1643e404
Mornings here it is too quiet	1	6a5531c9a0c3069b8ecc210716e27320
It was probably Two-something	1	0448ac4e60ced0b92403b783efd4877a
Tiffany Grange carefully massaged the anti wrinkling cream into the shadows under her eyes then took a deep breath	1	b70a0eb2234ac5f8e6ab004af10ed1f9
He sat quietly looking out the peephole he had punched in the wall of the people's house he had broken the locks to get into	1	278092904aedc088dd4e32f33a88df6e
Margaret lay in his arms	1	8c30aa0f5befebbf7e28f45346eeec60
I am Amaryelis, and my sisters are, Axelle, Adelaide and Agrafina	1	a0e72f0cccd9db3223a5e5701a927b80
Jason bent over his bathroom sink splashing cold water on his face before taking his blood pressure medication as part of the nighttime ritual	1	87e16471e2e6327e1de43b0fd886eec8
Twice before the age of eighteen, Tom Pilker was discovered by his younger brother beaten nearly to death	1	7eafdd7c1e90cf11a5f1d8e1913327c2
I am drunk at a vineyard under a lofted barn ceiling and drinking more—white wine [I don't know what kind]—but the weather is warm enough for me to need ice cubes in my glass	1	a9fa9f3109218d4c2e4dfa2de0556d37
Any given day of school she'd be there; quietly hidden in the corner	1	5277e13ab38f3b66edd13a64a063837e
I do not particularly like my grandmother—especially when she says, 'Let's go for a walk	1	6386eb1fa1cb52150143474536ac8a3e
Hello, Sylvan	1	8e20721ffd8349318b3a63fd4a729348
Crouched behind an outcrop high in the Montana Rockies, I scanned a dry ravine in the frigid valley below for an elk herd led by a phenomenal bull	1	9024661bba8c9bb0bd240f5bedf3d7df
I have known many women in my four centuries of relationships	1	60e970c80b23ff53ec7a96e00e2b786d
When Rose got home from school her mother was sitting at the kitchen table with Pastor Macbeth and a group of other people she knew	1	8950b1628239ac6ae5f80c67ca72c397
The Japanese transit officer directed him across the mass of people like an old English sheep dog in a herd	1	56935dc0f9501b67ff487f3dde235dcb
The night had caught them	1	481bc64d71794ac217c056505f751c44
As I sat in the pine boroughs with my old filthy black lab who had a bone spur in his spine next to the beaver pond I felt a pull on my brain	1	9cf2e8f977d641caf9a1acf4fd67e22d
Bruce pulled a fresh yellow pack of American Spirits from his sports jacket	1	55e953dcf710d7c39b9a30cd47d51ce1
It took a cigar burn from a Romeo and Juliet on my arm to realize that the longest days I've ever had were those I spent searching for the shore	1	76bcd7f4068801dad713882921d9ee43
'I'd not, were I you	1	d3f699f348cf88ec248422732e509c90
Ned controlled MQ-9 Reapers and Julia encouraged elderly couples to put downpayments on town houses in Fort Lauderdale	1	5670f714cdf721bb3ca0bf4384a9f441
She was a woman people thought of by her smile	1	ea3c1a38b5d692d4ee6ad5e51e473a1c
Living in a blue-collar town where Jack Daniels shots were $1	1	1c1551bfe289152a547fdef1ee17fa45
On the eighth day of her arrival she ate my cousin Jimmy	1	051bc5cbf081dfa64523fe118c687a7d
Celia can hear the party starting, distant voices rising on the wave of an arrival then fading into a low buzz	1	9e29690945d40ae9b666671a545a9a9c
The approaching summer brought on conflicting sensations	1	dfed11a36b58b2b63af752bd2be6a479
At the end of the cul-de-sac on Brighton Street, sat an enormous Victorian mansion	1	b6b806c10c747a421c17a2ad2fee5066
Phillip was the one to pull up his pants	1	99d40d85739afa1c34904b66af7d49fe
'Last dance of the night, gentlemen,' the DJ announced	1	538ad8d07a46b295abc1ae769880471e
Only the pale moon and crepuscular street lamps illuminated the inner city	1	0249bfd017c87a99781c8cae9ca853e7
On Sunday evening, I find myself at a party	1	e6926f6c5bc811dd23e0e216131be8b5
Cornelius placed the twenty dollar note in his back pocket	1	8ee98618df035b6623b7a2d9fe51df6b
How did I get into this mess? Thought I could be a hero, impress the girls back home with shiny medals	1	b776e312b874b9f06f1259e55ffec99a
Best to drink quickly if you drink on the rocks	1	1990c7465d29473f840412836ec00481
I wanted to be beautiful	1	323d0be02a3953a45ee59026a2a93f7d
Grandma Blanca is wearing Danilo's old shoes	1	fee4feb094c28224cf7d5c87262bc180
It is 5 am	1	f39dde36e047e7cdd3cae0ae21260446
The steady thump thump thump of the headboard was replaced by a less rhythmic, more insistent, knocking on the ceiling	0	4275cdef13878c9f41805c02e99431c8
Most nights he just starts screaming	0	fa6c7b8c4be480bf8c8a08f1520f4a64
A contortionist came to entertain the children for Jenny Uhlman's ninth birthday	0	9587dfa9473ba9df8fd717a8e1fdb91e
We came to her small village of square concrete buildings to treat her father	0	f7a662dd9cdc6852d6c1e1841a7139a4
Rani stood by the bedroom door and strained to hear her husband's voice on the other side	0	f18c95d4a61d1e961df452cbb3d046ce
Marshall's been dead for a year, but this morning I scrambled two eggs out of old habit one for him, one for me	0	68d2f257410d8ef5642cebcf6f8badfc
Ken should have known it wasn't going to be this easy	0	99b4c57cf69990a9fa89236bc2ff2924
On a warm night in early September, a police officer, decked out in tear-away pants and a pair of fuzzy handcuffs, strutted through Franny Dowling's front door	0	f0637c4e1176b6e4019f3d338312c91d
My father's instructions were very clear: Ronald's diaper should be changed five times a day, as a general rule	0	1c06dc0f8cfca7de4dae36fd78d68b45
His father came in the door and slumped down at the head of the table	0	d09cfd25e4d98393e4440981f2bf3913
When he shows up, the other guys scatter	0	65042e84031d4fbf6a68fe8bc4d583ea
I didn't see it happen, just my brother Adam suddenly flat on his stomach, Steven Lasky's knee in his back, Jimmy Ianelli's enormous hands on the back of his head, trying to push his face into the open manhole	0	079614cad3e822c64f72828da7ccc9e2
I unraveled another stick of gum	0	f789dc03c97d2c785e2fda24e4729ecb
Everyone was so into Angel	0	76e8fd49ed30be416e896f58bf825b89
Two-thirty in the morning and the radio station's caller board was still blinking	0	f7d4a14060310db576472d6a2dcc8439
Superman stood in the plaza outside the theater wiping the sweat from his forehead with a cowboy-style handkerchief	0	bf9d0cf194b64f433160ad3261f3dfa3
'German short-haired pointer	0	010726e7d52715e645824d767149497d
Dickwad hadn't shaved in four days	0	8b8455e8dbe1bf6113c34063d89d03d3
I'm half nobody	0	4e1d1a9c72b65904096095ed0b533141
My birthday is tomorrow; I'm going to be ten	0	ad112a8053e6574ad6b1293faf666bfd
On the day that Ann Shearer is to leave for her twenty-year high school reunion, her son Jack's gerbil dies	0	ac73815505909d364c48f7547532b82a
The train spanned the rusted length of the short bridge, grimacing smoke	0	5a8ba394eafbf719f32a03c90b7e0bee
Not only was Sonny married, but the years were stacked against us	0	431cf499101f2345b16717227b59d9c5
I'm standing above the bathtub	0	2d38aa39beccf0627078531db3185523
I must have been about ten	0	0b50a03036e522a46ee81efbe9876a04
Jack's Big Book tells him: As hateful to me as the gates of Hades is that man who hides one thing in his heart and speaks another	0	5d7cb34bac64b2e7db2146d633ebb370
Leslie Tearose was 29, alone, an organizational maniac, and desperate	0	abac07d621d0858b8a34fce35f12ffab
I am running away	0	daf30d09a4ff467b78ecabacdc7813ba
I turned ten years old in the summer of 1978, what felt like the hottest summer ever in Memphis	0	638342787533b54b40ea9fdafbbb8fb4
I met Otis Troy in 1996, in Madison, Wisconsin	0	f9fbf57a3381d50900a13b768ad38c7f
As we throw our graduation caps into the air, I wait for the moment of liberation I'm supposed to feel, and it does not come	0	47c547011f12c8ed69ff340b7f3adf4f
Perhaps it was a moment of inattention	0	cbe33ec4091f349a462b0b03507565c4
'It's time you heard the whole story	0	abc6899c3d196378b277d7262104f07d
I saw my friend Eman before we left	0	35f3bb2e6a69acb2849eae3c41938a12
Forty minutes out from the Valley, Olympia worked up the nerve to ask, 'What about Charlotte?' Tennessee's gut clenched up, and he said to pull over	0	db6cb489c49ea501ed378e5d545850f2
When Deegs got home from school, all his mother's stuff was gone and there was a note on the kitchen counter	0	ec65fc5c43ffb87fb39f6b2bac58c3f9
Delila Sharp's lawn is covered in dandelions	0	dc38f2fe920f8884cb25365cb535090b
'Friday night out with the guys, Wade,' his father said, toweling off and pulling on clean jeans	0	bb3d1b08edb786209162edd297be90be
Harland smeared the grime to one side of his gas gauge window	0	56e82c07feb3044a74975f9e8bb92913
I was on top of him	0	cdc372f0dd7d375945531c7b35f2cb94
On the road, no one knows who you are	0	ba51912db6c6c64bd3ff2fe6622ae8f9
I hate cats	0	61fb400be005b6a788b23aed882ac44b
The woman figures she was walking the dog about the time her son killed himself	0	1e61c8ff8ac44f0c914be1f0a962ca26
Nathan had trouble sleeping in the basement	0	8d9fffc5dcec53ae99eb7d61dce44ea8
I hope you and Rob and Hannah are doing well	0	25e7f16588049bdb908c6f4f5f1376e5
It's been four months already, but I still can't help but count the last five	0	e10894eeda180dc7feb9594ce21427db
How do women do this? Alicia sat waiting in the cold room, wrapped in a disposable, blue blanket and tried to block it out	0	59ae3437b981863aa78f2b728363a0ba
Gerry wasn't just embarrassed when his son arrived at the funeral home wearing that baseball cap; he was mad as hell	0	aa4aea46aa969877bb1079ff04da339a
The second week of December brought three days of cold Kentucky rain, turning the yard to a soupy marsh which then froze to a slick glimmering sheet in the ice storm that pelted the following afternoon	0	c506bf5d655dac6bd06093b15f1f1ca8
Back when I was a hockey instructor at the Hawthorne Summer Hockey School, in walks this knock-you-dead-blow-your-mind brunette	0	25da78ea97c95312c27a40905afa0aa8
The yellowing paper goes back into my pocket while a wave of dizziness sweeps through me	0	5838a19e9a66905b8e3c06e2c056b61d
	0	a94490bac7fddf987a8e81a6eb5f6f42
It sounds like a factory floor in here	0	629090de2dd9be2ac08f815c770bc796
The man sitting across from me does not like trains, I think	0	79c71a787500955a993e8ec278653e97
Natalia watched her mirror-self carefully as she applied first emerald and then turquoise eye-shadow	0	22e0b889c2a5dbca0be47054678a1cef
The woman had walked into Madame Cadabra's fortune chamber as the result, like oh so many, of an untimely death	0	cc11f8d93e36738ddedb2adcd8b1072f
'This is what we're doing	0	4f5ee2d547de689525942e05dc270b3c
'I'm going to take a hammer to you,' his wife threatens	0	f3f7bafff26231cddd8c7a5c93f217bb
One year, compelled by a sudden sense of having wasted most of his adult life, my father purchased a lake house up north	0	b240f644c3b24615bfd5b67e414ad860
At five o' clock in Julesburg, CO, a waitress holds us suspended over chicken fried steak, fried chicken, and chicken fried chicken as we listen to the endless serenade of that thing on the wall; the thing I say is a piece of crap, the thing Adam points to and calls the air conditioner	0	98177c94df51266259add2514a949d88
You were there, sure, but it's not your story, its mine; it's my life, my mistakes, my regrets, my laughter, my pain	0	1678473af35180533b88d9b80e12fe2e
Joshua Theodore Pickett III was, at 5, far too young for his name	0	da010d185271854ed8a60ab85cd30643
I didn't like her from day one, and it may have been even before that	0	0a8a05296ed868fbcc48c76e25e84090
Something about him is familiar	1	40dab801c32782d575493c07402d03de
'What grown man stuffs his pockets with rocks?!' Jackie, the fiery Filipina controller of the auditing department, hovered over Stuart and verbally bludgeoned him as he fumbled to collect his errant stones from the conference room floor	1	b3d5fb9a1c8201aa5de37f20e8c5f261
I could tell myself it was for the best	1	7ab4945688dc2a557bcf43e035c7bce0
Sam Bilox stopped and kicked a pebble out of his flip-flop	1	ed2e6716c4d25646015f8135cd60d836
Fear and panic overtook me as I ran as fast as I could	1	72266346f9954ff3e5e9b2fb00bd411d
Many - Many years ago, when I was less than ten, I would use my imagination to entertain myself and escape from being left alone	1	ed3dc7824877e0ec7f09332b4ff7643a
Chloe's apartment was full of found objects, items she picked up from the beach, or from the side of the highway as she walked into town	1	199e5dd110b1b9f0ae3d5d8710d5aaf0
The fresh glow of a recent Florida tan notwithstanding, Christine Abetti was dead	1	c65c3a3d0c9ed27210443f6c37fc789c
Now that her husband Samuel is becoming Tracy, Rachel is almost grateful for the weirdness of the middle aged women in Lubbock with their faux tans and their cleavage, and the leather-faced men who look like extras in a cult version of Urban Cowboy	1	d3ad8ffe0ba0a638f2ed3ee7cb7a5be1
'Is it possible to O	1	e3706b19ba60f7f6b4c1f480fa7b649d
When David was a child he found a coin	1	78de57a13b780d5d6480b30b325665f4
Duncan Coffey felt a mild agitation	1	3345c544a4e833166e9b87b24f71f0e2
Jody gasps, and we roar onto the canopy-covered highway, away from the open fields lined with barbed wire and the moon that peeked over the tallest hill on the horizon	1	7a4a034c4462451c3ec8ea02753b90be
I find Evelyn on the living room carpet with the shades drawn, fooling with our old movie projector	1	0e4b786ef4f4628b9eebafe3b04bdebd
Sometimes, in the morning, you can see the moon, pale, sickly, as though it drank too much mist the night before, fell asleep and didn't wake in time to freshen up and leave before first light, as it knows it should	1	f2feba70fb4ee78f4791270f350d12dd
I had five hours left to Evergreen, Alabama	1	a47b513eccd17155f4c933cbf27f94a5
Dali had a son - of mixed species, but no hands	1	aab5a3222027a35d0cc36178d4aa9872
Memorial Day weekend, Daddy and me were floating the pond where Pop used to take us	0	73f8b84fc25e8af3a84d1220022e6eaf
It was one of those small envelopes, not the long official looking ones	0	34e2583e633707ac41f4c3f852b7ea9e
When Sandi and I were young, she would push my wheelchair down to the base of the water tower, where Mrs Lowry's double-wide marked the southern boundary of the trailer park	0	7be8d2ec2bcb982d19e3f19b049a8613
Pine filters sunrise	0	fe0dc88defb60896b8c8b5bcee8d5b0f
There is nothing but talk in the village now	0	55091472a018b56f539e5e5b1e67640c
The room contains a man and a Celestron CGX-L 1400 pointed through a curved rectangular opening at the northwest quadrant of the night sky	0	445516a01a4c33c0d2cc3ba0ef25500f
The old man sits beneath the courthouse steps and weaves bands of colour	0	8dbaa81748980197fc320c6b33b07978
When my dad said he'd met Ezra Pound during the war, in a latrine, the strangeness of it didn't sink in	0	57bbb4e2e0e765f17d4dcabdbc1bb6c1
The day I met the oracle was my 30th birthday, and an oracle—provider of answers—was what I needed more than anything	0	1354ef46e81ee50b3dda04655963fb75
On her first day, she hung herself	0	28b8647bf36ed15103db978d39a12c0b
No people bang on my gate today	0	a24a90fa07fea0db91dc9c27f216dfb6
With an hour remaining before committing adultery, Rebecca cleaned her kitchen	0	3ed228587748b7565d640332e8d496a5
Except as may be otherwise stated in this Section, Extendee shall forfeit all rights and interests in the Celestial Plain and/or related Plain(s) in the Afterlife prior to completion of covenant paragraph 7, page 2: Fulfillment of Purpose	0	34eb625f8df49df7c23ba66a563746c8
My dad's hair was almost gone, but patches of fading black appeared here and there on his oily scalp like vegetation on desert sands	0	3b6a95044abb0f07e84102ed9616507b
Mason Trout was a determined but little known writer	0	ffed68a33d079c75f8c71fafd3c12ee3
After the funeral, I pull up near the derelict garages at the top of Shrubbery Gardens and sit listening to the thrum of the engine before taking the path that runs behind the derelict garages to a long-forgotten haunt of ours	0	58a346c993aa48dcc7163fecf817a4a5
'Remember the hermit, Albert LaCroix?' Georgia had just raised her glass, and her words sounded to Vivien like an ironic toast	0	a1def9d67dd5cb2539317d8db76de4d7
Even before he got out of high school, Teedub told people he might as well be an orphan	0	3695048be65f8d964702ac431eee2e78
She loved him to death	0	39a2255f778bb6706c6fd6896a051184
Vortak was an evil wizard	0	b2113970a61f8317082e4f5bf45d21ea
Easter supper was supposed to be served outside, partly to take advantage of the unseasonably warm weather, but mostly because it was where everyone would fit	0	e4cd7e092223c15ec89e4feacd8f5b9f
'No,' said Marjorie	0	5b3165966671f8852501007a80e28249
I look down and I can't see my feet	0	f1c6200790feadb34d18bdd782fad182
High school smells like canned corn and you thought it would be big enough to hide in, for your skin to bleed into the beige tile, walk so your feet make no sound	0	9d2584c59b57249e3c643942aa930fa6
When I was fifteen I lost my virginity to a boy I'd never marry	0	66612651b71555f5d2b2a31cd0b43067
My mother's eyes desperately comb the fortuneteller's tent	0	bbcbafcee29d793d8149befe588b356a
Bill Gerard will get the prototype today	0	828c0c4bde720f563375814933d85700
Everyone told Lena to sell the house, but she just couldn't	0	d0d316ff8e45fe32d6133e9d74a62bc1
There aren't any leaves on the trees, and it's been so windy recently that there's none on the ground either	0	af9ffa3402bb63d0eaa965276246ede6
Rico Conejo used his remaining strength to trudge through the snow	0	99ce6c0437b9dde03d2cd7052f4c7ee3
The white numbers on the digital wall clock displayed 7:03	0	057e72db850e04a652d5e483aac17aa3
A whip of salt spray sends Aunt Paola's silk scarf flying from my hair, but I catch it with both hands	0	fd39ab96121400c562790f831b4b5ee1
Will banged open the front door using his wrist and shoulder	0	fa4bcbcdfcfa93c28c686f94264a5bfa
My daughter sleeps upright with her back propped against the concrete wall	0	a773b8d26f79f53b18101c94ff58d702
I'd already been sleeping in the synagogue for a few weeks when I encountered Hubert Collins and his grandson hard at work on the carpeted staircase	0	06c0350164693bb72bbc570284f56668
So, what did you think? About what? Christ, Fran, it was on every channel	0	78b28329b13ac8a5a5fd5019aa12d011
'Everything dies, Joseph,' was the last thing that Dad ever said to him	0	d55aa97f3bd6f5a71b00433d0c689b9e
Melissa's sandcastle was extraordinary	0	8ec58b4177e1dfcf8709f41ffd835020
It was dawn	0	0c1826d1196168b05dcc3bdbc310d091
The sky is a lazy pastel blue, obscene in its perfection, the color of so many linen beach shirts and impossible postcards	0	913b0b74098f1bb5e090775810979dfe
The Dweeb couldn't do anything right	0	494d20cbaf20f916d77ffae9c52675b5
Most girls binge on a few pints of ice cream after a bad breakup, but not Rosa	0	4524ed6460cd300f7df34b0e6634332f
John arrived at the work site in the early morning, dreading his task	0	cc3d4b0c6dc20e13796b7e496f763de5
I had been out of town for nearly a month, returning just before dark on a Friday evening	0	7f79010e18c45ee4277c56073eef31b4
There are days in Darjeeling when the banks of cloud meld into the whiteness of the Himalayas, and you cannot tell if you are looking at sky or stone	0	9786f3607e4431e66b4b8117d3c5896b
I've never had many friends	0	4bc2d2324a40a9f217d0671de62fe65d
Jorkum lay awake in the dark, waiting for death	1	5b5cde1fe405773b0fbba8400949c430
The corner office, belonging to Katie Weisler, had one lamp, a tall bookshelf, and a desk with a padlock on the bottom drawer	1	4a40a3c015ebff70dd5d5c4bf2c8d37b
Casey Watson, pastor of St Martin's Church, figures this nightmare to be some kind of earthly hell visited on him	1	92378e092ce9241b1bcd0e25f4d2307d
She shuffled, bent and gray toward the bathroom	1	9f222d2dd574d292e1e266476eb0966c
It was a cold and windy December twenty-fifth, so windy that no boats were allowed to cross the Delaware	1	3c596082f9dd1d437689056b64f53c49
For the first time, being struck by lightning didn't hurt him	1	0021367296d88da78bed325c157cb1c1
The dirt road winds unevenly from where Les Bumberton parked his car off the interstate	1	92a797c5a01ba5fb21429fe47bdfca41
There hadn't been cowboys in The Valley since the early nineteen eighties, but they were reemerging	1	af20d87f1e5e76c76a2cb2780d2b3ace
Miss Noreen Connors had perfectly curled red hair, which she kept pinned up in a tidy bun	1	c5ff5be26b644f594b48da2ea2b333c3
Arnold, Janie's grandfather, liked to tap his fingers on the table; he drummed a scattered, fast paced beat	1	7b2cb221e26be87fd6e1358e0dc00295
He was a tennis player, alright	1	e1db6deacd269bc194e5c858cadc0e44
'Beautiful stone	1	2cb02d0601d687d903236c0a80009c89
My town streaks by in a blur of color as the train flies down the tracks, resembling more a Rothko painting and less my entire life's history	1	a7a0d1b5294ca726ac13bb4615325267
The day was bleak with no intention of bringing any sunshine	1	e61b0dd26e60443efdc1ba72dfd95f3a
Wings of countless birds fluttered the air when the first shot pealed through the valley calm	1	1a256a71efe20022f753d876e353aea9
Saturday March 14th, beautiful day at Jacob Riis Beach, a community beach for queer, Trans and people of color	1	64caab04b85dd5df04f132c97c6975cd
'Twenty! Here Twenty	1	e76778bc4bd5ed45d24f5c153dbc9fe1
Her hands wrapped around her pillow, Veronica was fast asleep in rem state peacefully dreaming	1	6be98bff833241f58c8df02f5c9531e4
The uni had booked this gorgeous hall in central London for our graduation, Steph and Kat were waiting for me outside	1	821342e3a7fa65101790c3024dd95908
The cold night's embrace left little to my skin's imagination	1	b2f81bd7eafdd4a1a75f8f7cc5f04ae8
Ginny grimly remembered a conversation she'd overheard as she waited in the Walmart checkout line one day	1	4fa1c0612c2b59eab4d6d54c600919be
Flashing lights	1	f5e1deb2082ba3184b5cf82a4a6bced5
'No, no, I'm not doing that!' 'Come on, Don't be so narrow-minded, John	1	6627f61593e79e549081490f6395b718
Mary McCue took long walks to unwind from the rumor mill	1	98da562ba97394cbc42b575743cdb5c6
Jimmy told me to do Kegel exercises	1	e7bac52ee6104f72cc63c5f31745e477
Arizona Highway 80 carved a winding path through the scrubby foothills of the Mule Mountains, a slick black river in a gray haze of mesquite under the stark light of a staring moon	1	c70b492b270ec2261cd366722393de5d
'Turn it off,' I say as I reach Hessa's phone	1	8a70bac920f4be539754ac4aee4b0b68
I am incredibly thankful for the corrective results received off my recent Lasik procedure, which has restored the clarity of vision I enjoyed as a small child	1	5c846d23e4984abbf2d215b02b244e70
I was supposed to drive down from the city to mow my Mom's grass, but her friend's basement flooded	1	79ed09e756afd4037f6238ea40608528
At 9:00am, Lan, Howard, and I finished breakfast and left the dining room on the 2nd floor of Hotel Vissai	1	133501d9a0558e39b18b0551f6606ea4
Monday began like any other summer day in South Venice; oppressively hot, not from temperature but humidity	1	ab394f6cc5b7ef15a159b90e502ff3f4
There he sat again	1	0890f1fb2c7ff5dfd5cd0ce55136f29d
The second attempt at mending my broken heart fell in vein to the spoils of my malevolent shadow	1	d95909a2993dff7545ae6906240ecdfd
Charlie Dillard sat on the swing set top, his head in the wind	1	bf29ca86c87ce4f4a6da13ac2a94a92a
The crowd's bellowing chants, 'Stop the Teachers, Not the Preachers', surround Adam as he forces his way through the demonstrators	1	0d06e1421e41f265287113699b5a8dae
People sometimes returned to Nine as memories do in dreams, so vivid they were alive, right there in her room	1	11c080f3f5f5f03f201a067d1cef7aeb
Mom wants us to take the couch from the old lady's house over here, nah, it wasn't a couch - it's a whole damn bed that she wants us to bring over when my chest has the ache	1	8996b20d3dba445fcb0a238fefe2042c
'You're almost there,' I said, pinching her loose skin between by thumb and forefinger	1	3305c86c3676b43bcd3ef41fd79318bc
The Man Who Wears All Denim And No Shoes In a Public Library grasps at the memories hidden away in his mind, the ones from his youth that he won't remember for much longer	1	58506888ff64818639e7ec8a02355cb7
Randy started having the dream soon after his best friend Brad got killed in a car crash out on highway 89	1	b813c2b65c39eb526e24767e614c1644
Dunbridge Way, being a ring of townhouses with a central community island of sad trees and scorched grass, was a quiet circle except at the hours when children arrived home from school, sugared up from unfettered access to samples of soda produced by the town's primary employer, JupiterPop, and handed out by men in purple and green and orange uniforms that resembled space-age onesies every kid believed we'd all be wearing some glorious day in the future, when candy would be medicine, adults would only be chauffeurs and laundromat owners, every inch of land would be designed for barefoot excursions, and school would be as historic a notion as dinosaurs	1	d5aec5c523d256f8405b7190e4b02ef7
There was a rumor that the funeral was going to be open casket	1	064cce8b4557bdefddcde07eaddd6f3f
When I lift weights, I become very aware of my heartbeat	1	aa44bb5bee4aa5c159761c39214b9f40
'Good morning,' Milo mumbled, quickly slipping on his surgical mask as he turned over to face the creak of the door opening, an older woman with long white hair and a similar mask entering as she balanced a silver tray in her hands	1	3a37f1eb837812c38ac7bdee647bd8ac
My sole purpose in life is to provide light to the inherent darkness that seeps into the cracks from the bitter outside	1	72c91f7e652e1fe94b80bf2d6f34d5ee
